Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Total effort hours,Performance Index
7,61,No,7,4,11,51
9,62,No,5,8,17,59
4,46,No,7,4,8,23
3,87,No,8,1,4,71
5,48,Yes,7,4,9,33
1,66,Yes,4,2,3,38
3,63,No,6,9,12,45
8,68,No,8,7,15,67
8,56,No,5,9,17,49
4,59,No,6,9,13,44
2,46,No,9,1,3,22
8,82,No,8,3,11,79
8,79,No,6,4,12,74
4,46,No,7,3,7,26
3,67,No,9,4,7,49
2,58,Yes,5,9,11,33
9,59,No,5,3,12,53
1,83,Yes,4,2,3,53
7,78,Yes,7,0,7,69
5,79,No,4,3,8,65
8,46,No,4,8,16,37
4,45,Yes,7,0,4,28
7,64,Yes,8,6,13,56
5,80,No,9,2,7,64
5,98,Yes,4,7,12,83
9,52,No,6,5,14,50
9,78,No,9,0,9,77
9,79,Yes,8,9,18,79
6,61,No,7,4,10,49
6,88,Yes,5,7,13,77
5,56,No,8,2,7,40
9,87,No,4,3,12,83
8,61,Yes,6,6,14,53
7,73,Yes,9,5,12,66
7,47,No,7,6,13,42
6,88,No,5,8,14,76
5,84,Yes,9,8,13,75
4,57,No,6,1,5,40
3,63,Yes,5,2,5,45
3,99,Yes,7,3,6,73
6,93,Yes,9,5,11,84
4,99,No,8,4,8,84
6,81,Yes,4,5,11,71
3,41,No,7,7,10,23
4,41,Yes,6,1,5,24
9,66,No,8,5,14,64
5,53,No,9,8,13,38
7,87,Yes,5,4,11,74
2,78,Yes,8,0,2,58
5,92,Yes,8,7,12,78
9,92,No,6,3,12,88
3,95,No,4,7,10,76
9,51,No,8,3,12,48
6,71,Yes,8,7,13,59
4,67,Yes,4,8,12,46
7,94,Yes,4,4,11,84
8,67,Yes,5,4,12,61
6,85,Yes,9,1,7,76
5,64,No,5,8,13,49
6,43,Yes,4,3,9,30
5,65,No,7,2,7,47
8,75,Yes,4,1,9,70
1,89,Yes,5,2,3,69
7,42,Yes,6,3,10,35
2,40,Yes,6,8,10,20
9,56,Yes,9,5,14,55
1,46,No,8,9,10,19
6,87,Yes,6,4,10,74
9,44,No,5,8,17,42
1,58,No,6,7,8,34
4,78,No,7,5,9,59
4,85,No,4,2,6,67
9,73,Yes,4,6,15,70
5,74,Yes,5,9,14,61
5,88,Yes,8,5,10,76
6,55,Yes,4,7,13,44
1,79,Yes,6,5,6,50
1,89,No,7,9,10,68
9,86,Yes,8,3,12,87
3,78,Yes,8,9,12,60
4,66,No,8,6,10,47
1,80,Yes,4,6,7,55
9,77,Yes,9,7,16,73
8,89,No,8,1,9,87
2,89,Yes,5,5,7,66
8,64,No,6,2,10,56
7,65,No,9,7,14,59
6,95,Yes,7,3,9,83
1,53,No,6,3,4,26
7,53,Yes,5,1,8,41
7,53,Yes,5,5,12,45
9,64,Yes,9,5,14,63
1,75,No,6,0,1,50
2,43,No,4,7,9,15
9,86,No,5,2,11,79
9,54,No,8,0,9,49
6,71,No,7,9,15,63
6,57,No,7,0,6,42
4,53,No,5,0,4,32
4,97,No,8,4,8,84
5,40,No,6,4,9,26
3,81,No,7,0,3,62
1,59,No,8,4,5,33
1,49,Yes,8,6,7,28
7,49,No,4,4,11,36
1,98,Yes,5,8,9,73
1,63,Yes,8,3,4,37
3,73,Yes,6,8,11,53
4,67,Yes,7,7,11,48
4,66,No,4,0,4,48
2,79,Yes,6,3,5,54
1,40,Yes,7,6,7,12
3,72,Yes,5,0,3,46
4,43,No,6,7,11,24
3,46,Yes,7,1,4,26
8,48,Yes,4,7,15,42
1,55,No,7,3,4,28
2,44,No,8,7,9,20
7,73,No,4,0,7,61
4,99,No,6,4,8,80
8,62,No,9,8,16,62
3,82,No,5,6,9,59
6,89,No,4,2,8,74
9,64,No,4,3,12,59
1,96,No,4,9,10,68
1,90,Yes,7,6,7,66
8,52,No,8,5,13,43
3,63,Yes,9,3,6,44
5,50,Yes,5,2,7,34
1,91,No,5,1,2,62
5,90,No,8,9,14,77
6,56,No,7,8,14,44
8,76,No,7,2,10,69
3,52,Yes,8,6,9,35
3,66,Yes,8,0,3,50
9,59,No,6,7,16,50
4,72,Yes,7,0,4,54
4,81,No,4,1,5,59
7,71,Yes,5,0,7,60
2,47,Yes,7,3,5,25
8,95,No,8,1,9,94
6,68,No,4,0,6,53
3,79,Yes,6,0,3,59
9,58,No,9,1,10,53
5,45,Yes,6,5,10,29
8,83,No,4,1,9,73
7,99,No,4,1,8,87
8,78,No,8,7,15,72
7,87,No,9,4,11,82
3,80,No,8,7,10,60
2,60,No,5,7,9,38
7,96,No,9,1,8,89
3,61,Yes,9,6,9,45
3,81,No,5,8,11,57
2,49,Yes,6,7,9,27
4,49,No,4,8,12,31
8,91,Yes,6,7,15,86
1,68,No,8,3,4,45
1,55,No,7,9,10,30
5,40,Yes,8,6,11,28
5,56,No,7,8,13,43
1,69,No,4,8,9,43
6,65,No,4,3,9,52
1,92,No,9,6,7,68
5,85,No,4,5,10,73
9,58,Yes,5,2,11,56
5,92,No,5,9,14,78
6,60,Yes,7,5,11,49
8,56,Yes,6,7,15,52
1,85,Yes,9,1,2,62
2,79,Yes,6,2,4,59
9,60,Yes,7,7,16,60
3,92,Yes,5,3,6,71
6,80,Yes,8,3,9,68
5,79,Yes,9,1,6,68
2,84,No,7,9,11,63
7,88,Yes,6,0,7,77
4,58,No,7,6,10,43
1,99,Yes,7,3,4,77
4,46,Yes,4,5,9,28
6,56,No,5,7,13,47
7,40,Yes,9,6,13,34
7,76,No,4,6,13,64
7,96,Yes,5,5,12,88
3,45,No,7,3,6,21
6,65,No,5,3,9,53
8,41,Yes,6,8,16,34
4,98,Yes,9,4,8,83
8,71,Yes,4,8,16,67
2,96,Yes,9,8,10,75
9,87,No,7,3,12,88
9,93,No,6,1,10,87
8,44,No,5,1,9,32
1,76,No,5,8,9,50
2,70,No,6,8,10,50
6,51,No,5,2,8,38
5,74,No,4,4,9,57
9,69,Yes,8,4,13,64
5,87,Yes,5,1,6,71
2,45,Yes,7,1,3,19
4,54,Yes,5,9,13,38
9,54,Yes,9,0,9,52
1,55,Yes,7,1,2,27
1,59,Yes,5,6,7,32
7,52,Yes,5,0,7,45
3,83,No,7,0,3,61
2,81,Yes,4,8,10,57
9,85,Yes,8,1,10,83
3,70,Yes,8,3,6,48
2,73,No,4,2,4,50
8,68,Yes,5,3,11,61
6,42,No,8,6,12,29
6,48,No,4,9,15,37
7,50,Yes,4,1,8,39
7,50,No,8,1,8,39
6,64,Yes,7,8,14,54
4,61,Yes,6,5,9,46
9,81,Yes,7,6,15,78
6,97,No,5,4,10,83
4,85,Yes,7,4,8,64
3,48,Yes,9,3,6,26
4,59,Yes,6,7,11,41
3,98,No,6,6,9,76
2,60,No,4,9,11,35
5,49,No,9,1,6,39
2,61,No,5,1,3,39
6,68,Yes,4,5,11,54
3,48,Yes,7,0,3,28
6,44,No,7,6,12,30
9,79,Yes,8,7,16,81
1,50,No,4,9,10,24
6,40,Yes,9,7,13,32
9,92,Yes,4,2,11,87
4,81,No,4,6,10,66
2,40,No,4,0,2,13
4,97,Yes,6,2,6,76
1,93,No,8,5,6,68
3,78,Yes,5,8,11,57
9,99,Yes,5,4,13,98
5,85,Yes,5,4,9,69
6,44,Yes,6,8,14,34
3,88,No,8,8,11,68
5,61,Yes,9,5,10,47
8,65,Yes,8,4,12,60
6,92,Yes,6,9,15,83
4,45,No,9,1,5,25
2,71,Yes,4,7,9,50
9,87,No,7,7,16,87
1,50,No,4,6,7,22
1,49,No,5,7,8,22
4,86,No,4,2,6,62
7,78,No,6,2,9,72
1,94,No,5,1,2,66
9,73,No,7,0,9,71
4,70,Yes,9,2,6,53
3,51,Yes,9,2,5,32
1,90,No,5,6,7,65
4,83,No,4,9,13,65
9,55,No,8,8,17,50
6,77,Yes,8,0,6,66
6,42,No,9,7,13,29
1,41,Yes,8,0,1,13
2,91,Yes,5,2,4,66
6,44,No,8,3,9,32
2,50,Yes,6,7,9,26
3,97,No,9,0,3,75
4,64,No,7,1,5,46
5,74,No,8,4,9,62
9,74,Yes,6,5,14,69
4,61,No,6,4,8,43
9,76,Yes,5,2,11,74
3,61,No,9,9,12,43
8,94,No,5,6,14,86
1,50,No,7,0,1,24
9,71,No,7,1,10,67
9,74,No,4,8,17,71
2,70,Yes,7,3,5,48
4,84,No,9,7,11,64
8,92,No,9,8,16,88
7,47,No,5,6,13,39
1,59,Yes,6,0,1,35
5,81,No,4,4,9,67
7,73,No,7,5,12,65
4,43,No,6,7,11,27
1,57,No,5,9,10,32
9,90,Yes,8,7,16,89
5,43,No,4,8,13,30
2,59,Yes,9,8,10,37
8,97,Yes,6,3,11,91
2,48,Yes,5,5,7,26
3,55,Yes,5,2,5,32
1,65,No,4,0,1,34
2,77,No,4,5,7,51
7,64,Yes,7,0,7,56
2,43,Yes,7,8,10,26
6,80,Yes,9,5,11,73
3,98,No,9,0,3,80
4,84,Yes,4,2,6,69
8,80,Yes,4,0,8,73
3,77,Yes,6,1,4,55
6,92,Yes,7,5,11,82
1,58,Yes,5,6,7,32
7,53,No,7,0,7,41
8,60,Yes,7,9,17,55
8,54,No,4,4,12,43
3,42,No,4,5,8,20
1,76,No,7,3,4,50
9,92,No,8,5,14,90
6,89,No,8,4,10,82
9,85,Yes,9,6,15,85
7,55,No,7,3,10,49
1,53,No,8,0,1,24
1,48,Yes,9,1,2,25
6,86,No,9,5,11,76
5,46,Yes,7,9,14,33
9,53,Yes,9,1,10,48
2,45,Yes,4,4,6,21
8,60,Yes,4,3,11,58
5,54,Yes,4,6,11,40
2,91,No,5,3,5,67
6,47,Yes,4,6,12,35
8,73,Yes,4,7,15,68
4,79,No,7,6,10,66
2,40,No,8,1,3,16
5,71,No,8,0,5,57
2,97,No,4,4,6,73
2,88,Yes,4,6,8,64
6,90,No,4,0,6,77
9,44,Yes,9,7,16,46
4,69,No,7,2,6,50
6,61,No,7,6,12,50
7,59,No,7,2,9,51
6,55,No,8,3,9,43
8,46,No,5,7,15,40
4,46,Yes,8,1,5,30
1,89,Yes,7,5,6,63
7,89,Yes,6,9,16,82
3,41,No,5,8,11,20
6,86,Yes,4,9,15,73
2,53,No,9,8,10,32
9,70,No,8,4,13,67
1,89,Yes,9,2,3,69
6,80,Yes,5,5,11,67
6,53,No,6,8,14,44
5,44,No,5,5,10,29
5,50,Yes,8,3,8,38
1,79,No,7,4,5,52
5,44,Yes,4,6,11,25
2,68,Yes,7,9,11,46
7,50,No,7,2,9,42
3,44,No,8,8,11,24
4,88,No,7,0,4,70
3,93,No,7,7,10,78
3,71,Yes,8,4,7,51
4,75,No,8,9,13,61
5,54,Yes,6,8,13,38
1,58,Yes,7,1,2,34
4,61,No,5,0,4,42
8,73,Yes,4,9,17,68
7,95,No,9,6,13,87
9,56,No,4,9,18,53
5,51,Yes,8,8,13,39
4,64,Yes,9,4,8,45
8,95,Yes,8,3,11,89
9,56,No,6,3,12,53
7,49,No,7,7,14,39
7,67,Yes,8,0,7,59
5,96,No,8,0,5,81
4,57,No,4,7,11,40
1,90,Yes,7,1,2,64
7,57,No,6,9,16,53
1,84,Yes,8,5,6,56
1,71,Yes,8,1,2,44
5,53,Yes,8,4,9,41
9,95,No,4,2,11,91
6,55,Yes,8,6,12,46
3,89,Yes,8,8,11,65
3,97,Yes,4,1,4,76
7,57,Yes,8,6,13,50
6,55,No,7,7,13,45
9,56,Yes,7,9,18,55
6,46,No,4,7,13,33
5,51,Yes,7,6,11,37
7,73,No,9,3,10,63
1,49,No,9,3,4,24
7,44,No,9,9,16,37
3,60,No,6,8,11,39
9,42,Yes,8,9,18,41
6,58,Yes,6,8,14,46
9,84,No,7,4,13,78
5,83,No,4,6,11,69
7,74,No,9,6,13,71
4,45,Yes,4,8,12,28
7,53,No,6,6,13,45
1,43,No,7,7,8,20
7,84,Yes,8,6,13,81
8,90,Yes,7,3,11,85
5,57,Yes,9,1,6,42
2,68,Yes,7,2,4,46
5,74,Yes,4,6,11,60
6,91,Yes,5,8,14,82
2,77,No,9,1,3,55
6,55,No,8,6,12,44
6,59,Yes,9,3,9,47
1,63,No,9,6,7,41
1,74,Yes,8,4,5,48
3,83,No,9,6,9,62
3,90,Yes,4,5,8,64
4,58,Yes,7,1,5,40
2,95,No,4,6,8,70
9,43,No,7,4,13,39
7,72,Yes,5,8,15,63
7,41,Yes,9,0,7,32
6,52,Yes,5,0,6,37
3,97,Yes,6,1,4,75
6,84,Yes,7,7,13,72
8,69,Yes,4,8,16,63
8,73,No,4,6,14,64
9,69,No,9,0,9,69
1,90,No,4,6,7,63
1,93,No,6,7,8,65
3,63,No,8,6,9,44
3,87,Yes,4,4,7,65
8,83,Yes,9,6,14,81
1,72,No,5,9,10,45
2,80,Yes,4,1,3,59
2,88,No,4,8,10,67
3,49,No,4,1,4,34
6,57,Yes,9,1,7,46
1,58,Yes,8,4,5,35
2,46,No,4,7,9,22
1,96,No,8,5,6,72
5,58,No,8,8,13,47
7,63,No,6,5,12,55
8,54,Yes,5,4,12,47
1,80,No,4,0,1,55
7,81,Yes,4,7,14,74
5,62,No,4,2,7,49
1,91,No,8,1,2,68
3,91,Yes,7,6,9,72
7,43,Yes,5,1,8,32
1,77,Yes,9,0,1,51
7,43,Yes,4,1,8,34
5,44,Yes,7,5,10,33
1,80,No,7,1,2,56
1,83,No,7,0,1,54
1,62,No,5,0,1,33
9,79,Yes,7,3,12,78
3,92,Yes,9,7,10,77
5,76,Yes,4,5,10,62
9,50,No,9,3,12,51
6,94,Yes,4,5,11,78
9,50,No,6,5,14,46
8,52,No,8,8,16,50
8,53,No,7,3,11,47
1,99,Yes,9,5,6,74
9,47,No,8,9,18,47
6,64,No,8,0,6,52
9,57,No,8,6,15,54
3,90,Yes,8,6,9,69
3,83,No,8,0,3,64
6,83,Yes,4,7,13,69
9,57,Yes,5,4,13,58
7,49,No,7,8,15,37
3,46,No,7,7,10,26
3,99,Yes,4,2,5,80
2,89,No,9,0,2,64
9,83,Yes,4,2,11,78
3,53,Yes,8,1,4,35
5,54,Yes,5,1,6,36
9,55,No,7,3,12,55
8,41,Yes,9,1,9,36
2,69,Yes,6,7,9,46
3,69,No,4,4,7,51
2,57,No,6,0,2,30
8,70,Yes,7,5,13,68
6,83,Yes,4,6,12,69
6,87,Yes,7,0,6,78
9,52,No,4,2,11,51
8,59,Yes,9,8,16,55
4,88,Yes,7,6,10,72
4,89,No,6,3,7,71
9,74,No,5,5,14,69
1,62,Yes,9,5,6,38
2,81,No,9,2,4,61
2,72,Yes,4,1,3,49
6,77,Yes,6,4,10,67
4,74,No,7,7,11,56
3,90,Yes,6,2,5,68
3,75,Yes,9,4,7,60
3,59,No,4,2,5,34
6,94,Yes,6,6,12,83
8,42,No,7,5,13,37
7,47,Yes,8,5,12,42
4,79,No,9,0,4,62
4,98,No,5,1,5,80
2,71,No,5,5,7,46
1,68,No,9,7,8,47
9,46,No,8,4,13,46
2,41,No,4,1,3,13
8,60,Yes,6,4,12,55
9,45,Yes,6,8,17,42
4,67,No,8,5,9,51
8,87,Yes,8,4,12,81
9,81,No,7,9,18,75
5,75,No,7,5,10,59
7,71,Yes,5,8,15,62
4,84,No,4,6,10,65
1,81,Yes,4,9,10,51
3,92,No,8,2,5,73
5,85,No,5,9,14,68
3,48,Yes,5,9,12,28
7,50,No,7,4,11,39
9,62,No,6,3,12,55
6,89,No,4,4,10,76
1,50,Yes,5,7,8,24
7,88,Yes,7,5,12,81
3,41,Yes,7,3,6,24
5,42,Yes,7,4,9,29
4,50,Yes,6,6,10,37
5,89,No,5,7,12,74
5,98,Yes,8,4,9,84
6,74,Yes,8,1,7,64
6,97,No,7,5,11,90
8,54,No,7,8,16,46
8,82,Yes,6,2,10,79
9,50,No,7,6,15,48
8,70,No,9,7,15,65
2,67,No,5,5,7,46
1,67,Yes,7,2,3,39
2,71,No,7,0,2,49
2,64,No,5,2,4,39
3,59,Yes,4,5,8,40
7,67,No,9,3,10,60
2,64,No,9,0,2,43
1,50,Yes,8,5,6,25
6,58,Yes,7,0,6,45
9,67,Yes,5,7,16,64
3,40,No,8,2,5,20
6,98,Yes,6,2,8,87
3,44,Yes,4,0,3,23
1,49,No,7,2,3,23
5,81,No,4,6,11,67
4,85,No,7,9,13,74
7,73,No,7,7,14,64
6,75,No,7,7,13,66
7,41,Yes,4,2,9,29
5,57,Yes,9,4,9,42
4,52,Yes,6,0,4,37
7,90,No,9,8,15,82
7,44,Yes,5,7,14,35
6,59,No,5,9,15,46
8,41,No,9,1,9,40
4,50,Yes,6,9,13,34
5,69,Yes,6,0,5,52
4,71,No,7,3,7,52
1,71,No,7,8,9,50
8,97,Yes,5,7,15,91
1,89,Yes,7,2,3,64
5,77,No,7,9,14,67
6,94,No,6,5,11,85
6,67,No,4,8,14,53
5,49,No,9,9,14,35
3,61,Yes,8,7,10,41
5,94,Yes,8,9,14,81
8,56,No,7,4,12,52
2,61,No,7,8,10,39
6,82,Yes,9,8,14,72
9,58,No,8,2,11,55
8,56,No,6,7,15,49
8,63,No,8,3,11,60
8,75,No,8,9,17,69
7,71,No,8,6,13,63
8,97,No,7,9,17,94
6,95,Yes,7,7,13,86
2,97,No,9,6,8,75
2,85,Yes,8,4,6,66
8,98,Yes,7,0,8,97
1,91,Yes,9,7,8,71
6,75,No,8,4,10,59
6,67,No,6,2,8,54
4,53,No,7,1,5,34
3,97,Yes,4,2,5,77
3,75,Yes,9,8,11,60
1,45,No,7,1,2,16
3,48,No,6,9,12,30
4,60,Yes,6,0,4,42
5,51,Yes,7,1,6,36
3,97,Yes,5,1,4,77
6,69,No,9,4,10,58
5,70,Yes,8,0,5,58
3,79,Yes,8,9,12,60
6,95,Yes,6,7,13,87
6,43,No,7,1,7,30
8,70,No,5,5,13,59
2,66,No,9,4,6,42
1,97,Yes,4,1,2,70
4,96,Yes,8,9,13,82
7,64,Yes,9,0,7,56
3,44,Yes,9,5,8,24
3,45,No,5,5,8,27
5,44,Yes,9,2,7,33
5,90,Yes,8,7,12,75
3,66,No,7,8,11,45
9,47,Yes,8,2,11,45
4,48,Yes,4,8,12,30
3,54,Yes,7,7,10,29
2,75,No,6,4,6,50
9,96,Yes,5,5,14,95
4,80,No,8,0,4,63
3,46,Yes,7,4,7,24
7,71,No,9,9,16,63
8,47,No,7,9,17,41
2,86,No,8,6,8,69
7,90,Yes,6,0,7,81
5,54,Yes,8,9,14,40
5,76,No,6,8,13,66
3,58,No,9,6,9,40
5,78,Yes,8,3,8,63
2,45,No,7,3,5,21
4,98,Yes,4,9,13,81
6,58,Yes,4,6,12,47
1,96,No,9,5,6,69
4,67,No,7,2,6,47
6,56,Yes,4,8,14,44
9,81,Yes,9,5,14,78
2,58,Yes,6,1,3,36
7,70,No,7,9,16,60
6,50,Yes,6,1,7,43
2,54,No,7,0,2,30
8,49,No,6,4,12,43
7,82,Yes,6,9,16,75
5,62,No,4,5,10,46
5,42,No,7,2,7,29
7,42,No,8,3,10,33
9,57,No,4,4,13,51
9,64,Yes,6,3,12,58
9,82,Yes,6,8,17,81
6,59,No,8,2,8,49
6,97,No,8,4,10,84
3,68,No,6,6,9,47
1,61,No,8,6,7,38
7,89,No,5,5,12,78
4,96,Yes,4,8,12,77
1,54,Yes,7,6,7,29
8,78,Yes,8,3,11,76
6,49,Yes,8,9,15,41
6,60,No,5,8,14,51
2,94,No,7,5,7,70
1,91,Yes,5,0,1,63
2,68,Yes,7,8,10,46
4,71,Yes,4,6,10,53
2,49,No,8,5,7,25
1,52,No,4,5,6,26
7,86,No,7,3,10,74
8,62,Yes,8,3,11,57
6,89,Yes,5,2,8,80
4,62,No,6,7,11,45
6,70,No,5,7,13,56
3,43,No,6,1,4,19
8,91,Yes,5,4,12,86
2,88,No,7,8,10,70
5,99,No,4,8,13,85
1,42,Yes,6,6,7,16
6,60,No,7,3,9,47
2,92,No,4,3,5,65
4,41,No,4,9,13,23
6,43,No,8,6,12,29
8,40,Yes,8,2,10,36
8,54,No,8,2,10,49
6,96,Yes,6,4,10,85
4,72,No,6,5,9,56
8,45,Yes,4,7,15,39
8,46,No,6,0,8,40
1,58,No,4,6,7,33
4,83,Yes,7,7,11,67
4,40,No,5,4,8,19
7,78,No,4,9,16,74
7,58,Yes,4,1,8,47
8,84,No,7,3,11,77
5,65,No,8,5,10,52
7,83,No,9,8,15,76
8,51,No,8,1,9,42
9,61,No,8,3,12,56
3,52,Yes,4,9,12,30
3,67,Yes,4,4,7,47
4,53,No,6,7,11,34
5,61,No,6,7,12,48
1,69,Yes,5,1,2,42
7,83,Yes,5,5,12,74
9,59,Yes,9,5,14,58
8,83,Yes,6,4,12,75
5,66,Yes,4,7,12,54
4,77,Yes,7,9,13,62
7,98,No,6,1,8,88
5,81,No,4,1,6,64
7,91,No,6,6,13,81
1,95,No,8,8,9,69
1,80,No,6,2,3,51
3,73,Yes,9,6,9,52
2,78,Yes,8,2,4,58
2,80,Yes,4,5,7,55
7,96,Yes,8,2,9,86
2,83,Yes,6,0,2,62
4,76,Yes,8,5,9,60
2,40,No,9,2,4,15
6,93,No,7,0,6,82
8,54,Yes,8,4,12,52
4,71,No,9,7,11,57
5,47,Yes,8,7,12,34
4,72,No,5,7,11,55
3,57,Yes,7,2,5,39
5,84,Yes,4,7,12,73
9,68,No,9,3,12,64
8,71,Yes,8,7,15,67
8,72,No,7,2,10,67
8,44,No,4,2,10,36
8,57,Yes,7,0,8,52
7,87,Yes,9,7,14,85
8,97,Yes,5,7,15,91
8,49,No,9,8,16,42
8,75,No,9,5,13,74
7,72,Yes,4,1,8,65
1,62,Yes,4,0,1,36
4,79,Yes,8,7,11,63
4,44,Yes,6,9,13,29
5,73,Yes,9,3,8,60
6,63,Yes,4,6,12,50
4,56,Yes,9,9,13,40
2,70,No,9,3,5,48
6,46,No,4,0,6,33
8,56,Yes,5,7,15,51
8,67,Yes,5,9,17,64
7,77,No,9,8,15,70
6,61,Yes,5,9,15,49
2,54,No,9,8,10,33
7,76,No,8,8,15,69
5,54,Yes,4,3,8,41
6,89,No,9,8,14,79
8,89,No,5,3,11,81
8,64,Yes,5,1,9,57
3,92,Yes,7,9,12,73
7,60,No,7,2,9,49
1,94,Yes,5,1,2,64
1,77,No,8,0,1,49
7,41,No,6,5,12,31
9,66,No,9,3,12,61
7,88,No,7,6,13,81
5,71,No,9,6,11,59
8,60,No,7,9,17,54
2,43,Yes,4,0,2,18
9,83,Yes,4,8,17,80
6,58,Yes,5,7,13,43
9,41,Yes,4,9,18,39
2,65,No,4,0,2,39
3,73,No,6,7,10,51
8,53,No,8,4,12,49
1,54,No,5,0,1,27
7,59,No,6,3,10,51
7,73,Yes,5,6,13,64
1,75,Yes,8,4,5,51
9,58,Yes,5,2,11,56
8,48,No,9,3,11,46
4,46,No,9,1,5,28
5,69,Yes,9,7,12,57
2,52,No,4,1,3,28
9,66,No,8,5,14,65
6,83,Yes,6,6,12,71
3,74,No,6,6,9,54
7,52,Yes,7,0,7,44
9,54,Yes,6,7,16,52
3,85,Yes,9,8,11,71
2,95,Yes,9,6,8,74
7,48,No,7,7,14,38
7,84,No,4,3,10,75
4,62,No,6,7,11,43
9,93,Yes,8,2,11,90
8,75,No,7,0,8,69
1,92,Yes,6,7,8,67
1,79,No,4,5,6,52
5,42,No,8,8,13,27
6,73,Yes,8,2,8,63
3,58,No,4,7,10,41
9,67,Yes,6,8,17,67
6,62,Yes,5,8,14,47
4,79,No,6,6,10,61
7,88,No,7,9,16,82
8,84,No,7,2,10,75
9,46,No,6,2,11,37
6,80,Yes,9,1,7,68
6,51,Yes,7,0,6,37
8,53,No,5,1,9,49
5,85,No,9,4,9,73
3,54,No,5,0,3,32
3,42,Yes,8,9,12,23
6,54,No,7,3,9,43
2,90,Yes,9,9,11,70
6,63,No,6,9,15,53
6,91,No,9,0,6,81
8,85,Yes,8,9,17,84
7,47,Yes,5,7,14,38
8,44,No,8,4,12,40
9,90,Yes,4,9,18,88
6,43,Yes,7,3,9,32
3,53,No,6,2,5,31
3,55,Yes,5,8,11,35
1,59,Yes,8,5,6,34
5,63,No,6,0,5,49
4,45,No,7,7,11,28
9,94,Yes,6,9,18,91
9,96,No,7,1,10,90
5,70,Yes,7,8,13,55
4,45,Yes,7,6,10,27
7,74,Yes,8,2,9,67
6,54,No,7,3,9,41
4,68,Yes,6,2,6,53
2,42,Yes,4,5,7,15
1,50,Yes,6,8,9,26
4,42,No,8,9,13,22
4,67,No,7,8,12,48
1,49,No,4,0,1,19
6,89,Yes,8,9,15,78
4,72,Yes,5,5,9,53
1,87,No,5,0,1,61
1,55,Yes,5,3,4,30
1,98,Yes,4,6,7,70
8,49,Yes,6,3,11,42
8,72,Yes,4,8,16,67
2,75,No,4,9,11,51
7,42,No,4,4,11,35
8,44,No,5,8,16,38
8,51,Yes,9,0,8,44
7,96,Yes,6,3,10,86
5,83,No,9,6,11,68
1,52,No,9,1,2,25
9,63,No,4,8,17,59
7,83,Yes,6,2,9,74
2,96,No,9,3,5,73
6,71,Yes,7,3,9,61
2,55,No,4,7,9,32
1,71,Yes,4,1,2,41
7,84,Yes,4,4,11,72
2,76,No,7,1,3,51
2,95,Yes,7,5,7,72
5,75,Yes,5,8,13,60
5,60,No,8,8,13,46
7,86,No,6,0,7,77
1,51,No,8,3,4,23
8,90,Yes,4,3,11,82
3,60,Yes,9,0,3,37
4,99,No,4,9,13,80
9,90,No,9,1,10,87
4,60,Yes,5,5,9,41
5,82,No,8,9,14,67
7,92,No,4,2,9,81
4,45,Yes,8,8,12,30
1,48,Yes,5,2,3,19
9,40,No,8,2,11,39
4,51,Yes,9,8,12,34
9,97,Yes,6,2,11,93
6,53,No,5,5,11,43
1,45,No,8,5,6,21
3,40,No,4,0,3,17
2,61,Yes,7,6,8,40
9,73,No,7,8,17,68
1,95,Yes,5,8,9,74
9,50,No,7,8,17,45
9,42,Yes,6,1,10,38
8,81,Yes,5,0,8,76
8,45,No,4,5,13,38
1,45,Yes,4,5,6,18
8,59,No,5,3,11,54
3,60,No,7,7,10,42
7,41,Yes,7,4,11,31
1,65,Yes,4,6,7,42
1,70,Yes,6,8,9,44
5,65,No,9,0,5,54
5,95,No,7,8,13,83
8,71,No,6,3,11,64
7,49,No,7,6,13,38
8,62,No,9,3,11,57
6,97,No,5,3,9,83
6,45,Yes,8,3,9,34
2,62,No,4,5,7,39
6,67,No,5,4,10,56
5,88,No,7,1,6,76
3,69,No,9,8,11,49
6,53,Yes,4,5,11,41
8,76,Yes,8,9,17,69
9,94,Yes,8,5,14,93
1,71,No,9,8,9,44
3,88,No,9,0,3,73
3,73,No,7,6,9,56
8,80,Yes,4,2,10,70
1,83,No,7,3,4,56
5,90,No,8,0,5,77
3,61,Yes,5,2,5,40
2,70,Yes,5,6,8,47
8,46,No,6,5,13,40
3,80,Yes,8,0,3,62
7,60,No,8,8,15,57
1,55,No,7,3,4,26
6,59,Yes,6,6,12,47
3,82,No,9,3,6,59
8,83,Yes,6,6,14,78
6,86,Yes,4,4,10,77
2,89,No,7,0,2,67
6,58,Yes,9,3,9,49
7,87,No,9,2,9,80
5,71,No,5,5,10,54
3,54,Yes,4,5,8,30
4,44,Yes,6,0,4,29
4,50,Yes,5,1,5,31
6,54,No,8,1,7,42
1,68,No,7,9,10,39
4,89,No,6,3,7,70
4,84,No,8,8,12,69
1,43,No,9,1,2,18
9,88,No,6,7,16,89
4,75,No,5,0,4,56
7,87,Yes,4,7,14,78
3,62,No,5,2,5,44
3,54,No,7,4,7,36
8,85,Yes,7,0,8,76
8,83,No,6,0,8,79
1,42,No,5,5,6,12
2,71,Yes,4,2,4,48
8,49,No,9,7,15,46
1,79,Yes,7,3,4,54
8,77,No,4,5,13,69
8,61,No,8,9,17,56
2,53,Yes,6,8,10,26
